age,gender,country,daily_usage_hours,primary_platform,num_platforms_used,purpose,avg_session_minutes,night_usage,mental_health_score,addiction_level,screen_time_before_sleep
22,Female,India,5.101481948832097,Snapchat,2,Education,26.479649795009347,1,6.299772594249985,High,56.2462725509248
24,Female,UK,1.551972857179303,Snapchat,4,Entertainment,16.578882630038287,1,9.438522434001417,Low,46.74687834128357
27,Male,Brazil,2.594745286406185,TikTok,3,Entertainment,26.906855529137097,1,10.0,Medium,53.32901689872152
13,Male,UK,2.5373335183384533,TikTok,3,Entertainment,26.48207299663629,1,8.968630512661607,Medium,95.06803281823316
15,Male,India,4.884002368792929,TikTok,2,Socializing,31.6369638259745,0,6.685249293798197,Medium,4.482029724779707
19,Female,USA,2.541391635794044,Snapchat,1,Entertainment,31.573778581509888,1,10.0,Medium,47.93621219676934
20,Male,Canada,2.614575614692241,TikTok,3,News,24.451196024639607,1,7.732238941417277,Medium,38.54838572197653
18,Female,USA,5.565406062588062,Instagram,2,Socializing,25.62726529037605,0,4.780328695600654,High,47.94157845619145
22,Male,India,4.819046334804046,Twitter,5,Socializing,8.468497386794638,1,5.999824936575451,Medium,26.468614089509924
26,Female,Germany,2.5694123845786034,TikTok,4,Socializing,43.34681669566392,1,8.635309632384278,Medium,24.597775360626727
14,Male,Brazil,4.203773692954712,Instagram,2,Entertainment,37.82194459234481,1,7.056172497523673,Medium,34.94338406214538
21,Female,India,3.2956050018370715,Instagram,1,Entertainment,11.00397727309888,0,9.159587740917187,Medium,14.76366050639955
25,Male,India,2.4893359503207453,Snapchat,3,Entertainment,14.531319474220648,0,7.509104265343702,Low,38.268007866178415
22,Female,USA,5.316420285275066,TikTok,5,Entertainment,15.596498188987583,1,6.570613881039966,High,51.1986392808833
19,Male,Brazil,5.208788254993025,Instagram,2,Content Creation,13.997498476120208,1,5.255929418765545,High,22.79360465874345
19,Female,USA,5.815728808032013,Instagram,2,Education,18.842798052182246,1,5.499172780448512,High,19.17211321566682
21,Female,India,3.6327617057639072,YouTube,5,Education,43.48788878784323,1,4.152827187769612,Medium,19.18660616777239
22,Female,USA,4.461576335812133,Twitter,2,Entertainment,29.640180568344874,1,7.594764428764444,Medium,2.489843676510766
22,Male,UK,5.044743979953879,Instagram,4,Entertainment,14.512374394733136,1,6.86989812695913,High,20.9001592378305
13,Female,Germany,4.749249461444065,Instagram,3,Socializing,39.179505637495176,0,7.008058676735064,Medium,25.01031263096094
17,Other,Germany,2.7940394001036326,YouTube,2,Education,16.182127770684183,1,7.406264204391193,Medium,0.0
26,Female,USA,2.6739651802959314,Twitter,5,Education,39.48740741023397,1,7.822876615640026,Medium,44.98406967692605
25,Male,USA,2.23285835007239,Instagram,5,News,36.40700161201774,0,6.612293108382261,Low,10.57966370447889
27,Male,USA,2.962462037073485,Instagram,1,Socializing,19.445106011212285,1,8.448686026120852,Medium,9.481027990525543
27,Female,India,3.5183599307317444,Instagram,2,Education,37.136192159062055,0,6.890831256182905,Medium,37.17194829410808
25,Male,UK,2.945077173114867,Instagram,2,Socializing,22.30584620668928,1,7.426761019521678,Medium,10.004837474978212
13,Female,Canada,2.5774427757716314,YouTube,5,News,20.198537814433987,1,9.521705536013632,Medium,27.74413414712029
15,Male,India,2.924313987975442,YouTube,5,Education,14.46528061562802,1,9.301366143665556,Medium,49.61845831850109
27,Female,India,2.1647844271598524,YouTube,5,Education,19.390896719472032,0,9.733592051726786,Low,2.166368973527078
14,Male,Australia,2.892441781185507,Snapchat,4,News,26.264602734888054,1,6.440706472880963,Medium,36.62501349547372
15,Male,Germany,4.984813862245259,YouTube,1,Socializing,21.390582714582397,1,6.372113943882465,Medium,56.78721299628001
26,Female,Brazil,1.7722810169457992,Instagram,1,Socializing,22.019355792779645,1,9.286023090629714,Low,22.593196661474305
21,Male,USA,3.612532642465168,YouTube,3,Entertainment,26.53652363407029,0,7.534664250561933,Medium,24.37566640587313
22,Male,UK,3.972392365260786,YouTube,1,Entertainment,23.319589224899445,1,6.44581248977743,Medium,60.484146574070586
17,Female,India,1.0036629081901944,Snapchat,1,Content Creation,20.02154446519483,1,7.489236646166361,Low,44.488344708662446
22,Male,India,5.013218144777589,YouTube,1,Entertainment,32.24635489700129,0,7.535948577970871,High,27.56276111124993
13,Female,India,4.045574794957342,Instagram,5,News,39.65094330024499,1,6.605970915919314,Medium,45.69906673928185
18,Male,USA,1.3941268948804129,TikTok,5,Entertainment,14.914660945277747,0,10.0,Low,8.324216130190575
25,Male,India,4.757206253610431,Instagram,3,Socializing,29.27432651068571,1,5.447302833640418,Medium,74.16740545096336
24,Female,USA,2.9750075627004757,Instagram,5,Socializing,38.50926293082826,0,6.80362033028924,Medium,50.65369009038924
23,Male,Brazil,2.4654348896594103,Instagram,1,Content Creation,12.59290166594222,0,8.336889825678526,Low,41.2409083376743
18,Male,USA,1.6301159043606863,Twitter,4,Education,19.919532165506297,1,8.913783265003701,Low,34.98809114194661
20,Female,Canada,6.810337242555295,Instagram,3,Entertainment,46.5470780768307,0,4.342289243289394,High,15.751770894623828
18,Male,UK,2.178001975547473,TikTok,5,Entertainment,10.3404427056327,1,7.634847036885048,Low,58.09840770692332
19,Female,India,4.034305000660339,Snapchat,5,Entertainment,14.167858317171156,0,8.821753433903982,Medium,21.581141260749177
18,Other,Germany,1.9071989634404412,Twitter,5,Entertainment,15.165907301550693,0,10.0,Low,45.275805926041706
19,Female,USA,2.6965709610115187,Snapchat,3,Socializing,13.302839444094484,1,7.952826574636544,Medium,27.015983725908843
19,Male,USA,5.283994440731279,Instagram,4,Entertainment,32.452475974760894,0,6.12721188345428,High,23.014823497472243
26,Male,India,5.654247297810583,TikTok,1,Socializing,12.938050802607712,0,5.051363359980787,High,56.91023292503341
23,Male,India,4.674779828145203,Snapchat,1,News,22.62087692660202,1,5.600383210808029,Medium,47.73481725860167
20,Female,India,2.4142600813535045,YouTube,2,News,12.067314010167658,1,7.405493304361979,Low,14.23867059357855
22,Male,India,1.9845297998704816,Twitter,5,News,28.181000348575036,0,9.980631921923178,Low,24.468001073085325
17,Female,UK,4.154126144529689,TikTok,3,Education,36.72625589400092,1,7.665257928542646,Medium,19.638253979395653
13,Male,Canada,2.6761096712434327,TikTok,5,Education,20.370734146347026,0,6.8020364033568,Medium,53.98048713759013
24,Male,Canada,2.679111312096595,Instagram,4,Education,23.54851802317673,1,8.280820015371704,Medium,73.04421653675637
13,Female,Canada,7.267706778574925,YouTube,3,Entertainment,16.62208224431732,0,3.1202504397799875,High,42.271325967840745
21,Male,India,0.5,TikTok,5,Socializing,19.86455512673185,1,9.290746257356812,Low,10.90991302210202
18,Male,Brazil,5.988181730983989,YouTube,5,News,14.573132807830456,1,5.701536411897966,High,43.311627517807565
21,Male,USA,3.4688217417402423,YouTube,5,Entertainment,29.83361384152448,1,6.22352439413631,Medium,36.1818239426187
15,Female,UK,0.5971041581673235,TikTok,2,Entertainment,36.61858521726828,0,8.518686488752783,Low,63.29955424023671
20,Female,Canada,1.6260104428660318,Twitter,1,Socializing,31.989078521111765,1,8.962447892482196,Low,49.35062772221906
15,Male,USA,5.374455854744792,YouTube,5,Entertainment,33.08030862874364,1,5.165527207785352,High,35.189046931168384
17,Male,Canada,3.950488740739566,Instagram,2,News,19.362962246969264,0,8.040094969563215,Medium,50.61299778077776
25,Male,India,0.9923696682926644,YouTube,3,Entertainment,36.17207357303312,1,9.300612548127283,Low,43.69629210090124
22,Female,India,3.695238014652596,Twitter,1,Socializing,38.14630767969139,1,7.181653625504044,Medium,14.727191391455872
25,Male,Brazil,1.0462320083603474,YouTube,2,Entertainment,24.02103244933227,0,9.242174288008966,Low,19.821242414588617
23,Male,India,2.7276139976005536,Instagram,3,Entertainment,46.44125297118515,0,9.170164640540634,Medium,33.68659418952166
22,Female,USA,4.431399692373891,Instagram,4,News,18.694757612484658,0,4.439176926863677,Medium,0.0985767825195012
13,Female,Brazil,6.269806499360366,Instagram,2,Entertainment,20.108028930023004,1,5.130394241590093,High,57.209172476816136
24,Male,Australia,0.7258681599686891,Snapchat,3,Socializing,25.44253667712977,1,9.688632481810371,Low,35.98520663455216
13,Female,Australia,1.1751961001776938,YouTube,1,Education,35.66076456202469,1,8.426894367814514,Low,23.713898176939704
13,Female,Canada,4.259471855333096,TikTok,5,Socializing,25.30954045291428,1,7.012569680681441,Medium,30.2601521418172
15,Other,Canada,5.844404514367466,Twitter,3,Entertainment,12.067255400439254,1,4.383107398037881,High,27.9204046399541
26,Male,USA,4.377551373725035,Instagram,1,Socializing,18.825919739936303,1,6.88181290343385,Medium,34.21903154870661
15,Female,Brazil,2.4145984297558547,Snapchat,5,Education,23.701189809501564,1,7.510505843065972,Low,45.36190500647202
14,Male,India,5.42232275037582,Instagram,2,Education,34.80602121031603,0,5.94248454634428,High,52.16143440360536
23,Male,USA,3.547821858546868,YouTube,5,Entertainment,28.708580644694592,1,6.7074391231727,Medium,29.354433298297927
16,Female,UK,4.272510659400583,Twitter,3,Education,5.447217419129217,0,5.448729137704576,Medium,39.19055842592464
23,Male,India,4.075458005643111,Twitter,2,Socializing,19.811073953318317,1,6.3482746397220735,Medium,25.75477640221836
14,Female,Brazil,2.717269567057647,Instagram,4,Entertainment,27.506814170298355,0,7.23290355797069,Medium,74.54678630213992
27,Male,India,4.091490887743416,Twitter,3,Education,29.65668576635716,1,8.37026101393144,Medium,39.21757686931688
22,Female,USA,4.647192904241209,YouTube,1,Entertainment,19.47958979189257,1,5.695494626834965,Medium,64.79188046162562
14,Male,India,4.7449409832850336,TikTok,5,Education,27.047486669914967,0,5.535885076676292,Medium,17.78296765376297
24,Male,USA,6.4580287917324615,Twitter,4,Education,18.50849542218769,1,4.362440611563656,High,67.49645039981107
26,Female,India,6.766474789984088,Twitter,5,Socializing,36.10056093876676,1,5.55296611963953,High,22.06949237052741
26,Female,UK,2.499311042839749,Instagram,5,Socializing,22.88575556361265,1,7.378307327001534,Low,17.81173663924391
19,Male,India,2.241656287945804,YouTube,1,Entertainment,47.65184089116222,1,8.39447514401543,Low,48.12108676387628
15,Female,India,4.85052087798409,TikTok,2,Entertainment,36.98448193862748,1,5.813855685558902,Medium,36.69808892089499
20,Female,UK,2.7073631114846486,Twitter,5,Education,47.64234756664027,1,7.04406186395504,Medium,56.548225124208685
17,Female,Brazil,2.83231065663559,Instagram,2,Education,25.414616693424,0,8.1275100162111,Medium,29.176291112759014
18,Female,India,5.072974764491387,Instagram,4,Entertainment,32.52976746232656,0,5.340523089264589,High,51.891336371012784
15,Female,Germany,2.333464144650764,TikTok,3,Entertainment,25.677766346562283,1,7.674898117257503,Low,77.35539327732825
23,Female,India,2.2385533867790146,Instagram,5,Socializing,33.24273440164195,0,9.203020332994944,Low,15.649516693058374
24,Male,Australia,0.5691563502913435,Twitter,5,Entertainment,27.29722253407375,0,9.292738613838535,Low,39.37349090151428
27,Male,USA,2.4129056634042287,Instagram,3,Education,23.98056357966093,1,6.984544548535386,Low,45.2805300341192
13,Male,India,2.9239832140451747,TikTok,5,Socializing,30.52986062075976,1,6.705168512435662,Medium,34.915653620432494
14,Female,India,1.7904898969733345,Snapchat,2,Socializing,17.160536430221182,1,7.160921102836377,Low,42.11293064079174
19,Male,India,2.9634268980526683,Instagram,5,Entertainment,17.792028882541956,0,7.258103877728654,Medium,36.75826784478447
27,Male,Germany,6.555626540394878,Snapchat,4,Entertainment,22.62129823343577,1,5.843608561441831,High,26.80397365322421
26,Other,India,3.3275929663986745,Twitter,3,Socializing,28.00451810724584,1,5.437275157504413,Medium,43.46703833795109
19,Male,UK,3.578419882859829,Snapchat,5,Entertainment,11.30492148210733,1,8.040012562287632,Medium,46.31443124389533
20,Female,USA,2.180871096149277,YouTube,4,Entertainment,17.138897805185323,0,8.37828350074605,Low,30.710754553198967
25,Female,USA,5.546369828324842,TikTok,1,Education,24.436703267788836,0,4.896599401692114,High,55.922678403429366
20,Female,Brazil,4.7418862454586135,TikTok,2,News,41.36956801084027,1,5.228385312385855,Medium,49.31656245633559
16,Male,India,3.939773882583959,Instagram,3,Entertainment,49.01335015970982,1,7.193154445795187,Medium,82.94336439054818
27,Male,Canada,1.1926389346965005,Instagram,5,Entertainment,8.146474963236482,1,8.934267821050037,Low,41.96290136654601
20,Male,Germany,3.665178342795252,YouTube,4,Entertainment,38.09623814067409,0,6.511972621872782,Medium,42.76277674637473
26,Male,USA,2.655033855270733,Twitter,5,News,16.945866506071546,1,8.406131854663165,Medium,52.80416198628894
13,Female,USA,0.8246737189170079,Instagram,5,Education,12.523044148704486,0,10.0,Low,36.6651366933308
23,Female,USA,4.255409862745168,Instagram,5,Education,8.488183161738522,0,7.348238248242474,Medium,60.59858532201582
16,Male,USA,3.038493222870616,YouTube,1,Education,32.83558785051184,0,9.2240892854762,Medium,66.67082213018651
20,Male,India,5.426921808558853,TikTok,2,Socializing,19.861995576160822,1,5.32750282998875,High,48.77155077514555
26,Other,Canada,1.5392394922456798,Instagram,4,Content Creation,26.01596186499019,1,9.236826683571266,Low,36.42293266606147
27,Female,India,3.7725943890259033,Twitter,3,Socializing,23.56122058134125,1,7.151815020829545,Medium,63.64801768805073
22,Male,India,2.6770538213502464,Twitter,3,News,19.1299399850974,1,7.61256606893989,Medium,25.81397592786658
24,Male,India,2.265023645060828,Snapchat,2,News,20.245177100819618,1,10.0,Low,54.99711274306837
25,Male,India,2.5275369029219013,Instagram,3,Entertainment,19.716646657555245,1,7.094252153381748,Medium,30.33977629943372
20,Female,USA,3.666154397142122,YouTube,3,Entertainment,33.86398457212457,1,6.877283731612587,Medium,52.28747396186433
22,Female,Germany,6.959117918550961,Twitter,5,Education,33.4042429226196,1,5.838028396914072,High,86.58439277081652
26,Male,Brazil,2.843927067313392,Twitter,5,Education,33.529480248113735,1,6.069505658509899,Medium,45.43429173632684
26,Male,Germany,1.133764514295617,Twitter,5,News,37.748453614318365,1,8.536121306222888,Low,26.63521871561546
17,Male,UK,6.198213647128398,TikTok,1,Entertainment,20.536407132683077,0,5.990424592036162,High,27.889451597940628
16,Male,Canada,2.307627671017241,TikTok,4,Entertainment,11.896475025381312,1,9.469187700838162,Low,53.35592746930586
25,Male,Germany,2.749803171009411,Instagram,4,Socializing,25.75915038348405,1,8.383092805704031,Medium,72.06995108387804
24,Male,UK,2.845332313370183,YouTube,2,Entertainment,28.606020617056814,0,8.022505332588558,Medium,59.1645292647933
22,Female,USA,2.854807694096456,YouTube,2,Entertainment,30.74792726360733,1,7.892739258128252,Medium,43.08352748397083
13,Male,USA,3.430286153905921,YouTube,1,Education,12.396141695912082,1,7.970704514909067,Medium,74.51102097943652
21,Male,USA,2.510594670298448,YouTube,5,Content Creation,15.778382455061134,1,9.059125289014824,Medium,30.082151676588158
21,Male,Germany,4.798041164531892,YouTube,4,Education,27.71612225417265,1,6.658825255119328,Medium,38.50763051940397
27,Female,India,4.08621004683443,TikTok,3,Socializing,22.71360853796717,0,7.468234866849909,Medium,41.35829911512087
22,Female,USA,4.9716522108218335,YouTube,1,Education,31.42423498555538,1,5.916667290603213,Medium,14.999053806369536
15,Male,USA,2.254924388942817,Instagram,4,Content Creation,25.60685294744821,1,8.361599861869665,Low,58.08327891108546
26,Female,UK,4.931068575201889,YouTube,2,Entertainment,19.865810072838084,0,3.9692227459600873,Medium,89.40083161320364
16,Female,Germany,3.152525705140018,YouTube,5,Entertainment,29.69231250959604,0,6.971917647820686,Medium,35.7107075846738
23,Female,Canada,0.6478011332863067,Instagram,1,Socializing,40.51059137584011,1,9.882675677608752,Low,55.61712357156528
25,Female,USA,2.602771750651824,Snapchat,3,Entertainment,21.0667218297161,0,7.978655854781569,Medium,45.59843486272602
19,Male,Australia,5.249539618883677,TikTok,4,Entertainment,27.960780211488512,1,6.262538380980104,High,68.6761766438792
27,Female,Canada,3.2571440689278117,Instagram,5,Socializing,37.506756523205176,0,7.839962658360061,Medium,8.22584345272595
20,Female,India,4.718733189942221,TikTok,1,Entertainment,27.45369566676088,1,7.128908432415705,Medium,42.15763259758974
25,Female,India,1.5666526975592068,Instagram,2,Education,10.68271936979334,0,8.514352494322212,Low,55.934561220132046
24,Male,Germany,5.160766547844167,Instagram,1,Education,16.620900388809567,1,5.294369176039696,High,15.603439989751728
26,Male,Brazil,5.4903460563420925,Instagram,4,Entertainment,20.877676902409707,1,6.082938095497258,High,39.06942249591219
24,Female,Brazil,1.6744601290755232,TikTok,5,Education,14.19161182490364,0,8.2976097056368,Low,55.5447404469945
20,Male,India,2.0034583447038448,Instagram,1,Education,36.81220157580019,0,9.733127925572816,Low,13.958682909483144
18,Male,Australia,2.4919662246934844,TikTok,4,News,12.58278697794661,1,7.286642521883617,Low,16.10861048045201
19,Female,Brazil,5.681065280835196,TikTok,2,Socializing,9.424162147873634,1,4.014368331797981,High,37.92926937247916
22,Female,Germany,4.065889975594284,Instagram,5,Entertainment,23.139419680118507,1,7.748780850609907,Medium,68.06346806924289
17,Female,India,5.4321416653116135,YouTube,5,Entertainment,25.510050932279416,1,6.666802357820908,High,69.37473962881622
24,Male,India,2.6556217439465515,TikTok,5,Education,17.894681033338006,1,9.364257851139811,Medium,59.59698166570669
14,Male,USA,3.0154950326906,Instagram,3,Entertainment,26.05931306509968,1,7.999231279563646,Medium,5.036911674309664
26,Male,Germany,3.4971668670434903,YouTube,2,Education,16.59826702711269,1,5.725514324625489,Medium,32.98321323258031
21,Female,Canada,4.43872230838508,Instagram,4,Socializing,16.813154014959697,1,6.520116367483875,Medium,42.56484537569484
14,Male,USA,4.731587305640891,YouTube,2,News,35.42165556363551,1,6.3801179402881,Medium,61.25445538139439
13,Male,Brazil,4.071560824284101,Instagram,2,Socializing,28.770359047415845,1,7.846640606288336,Medium,60.80906908373069
16,Female,India,2.7375289585244893,Snapchat,3,Education,22.69681552919489,1,8.522949694950315,Medium,26.494593523292284
16,Female,USA,5.738022358409191,Twitter,2,News,33.871009369887645,0,5.092836346541793,High,46.5683546546676
13,Female,Canada,3.3793495729057708,TikTok,2,Socializing,25.85190782209929,1,6.9697477920294135,Medium,80.26732015000604
17,Female,Brazil,4.826244060153587,Twitter,5,News,31.203450771598305,1,5.016777630660147,Medium,40.87936612683925
15,Female,India,3.3811838038405924,YouTube,5,Entertainment,30.788144666388018,1,8.613799184344918,Medium,2.944784644441995
13,Female,India,4.625815833606064,Twitter,1,News,26.99353072450294,1,5.2277556140405625,Medium,58.16661890833457
21,Female,USA,6.618751795470807,TikTok,5,Entertainment,45.732825044211225,1,2.912442785191933,High,45.63207431407559
15,Other,Brazil,4.618279318636501,Snapchat,3,Socializing,21.99785536826473,1,6.133835306980432,Medium,16.422991098027317
16,Female,USA,2.59527798135718,YouTube,5,Socializing,19.24309356198196,0,7.351587480478104,Medium,61.66837818119021
13,Female,USA,3.609905200013609,TikTok,5,Entertainment,29.624683344321703,1,5.43604511964888,Medium,48.05530938506424
26,Female,UK,2.1829776001458145,YouTube,1,Entertainment,5.0,1,8.30754690533087,Low,19.49141678121748
23,Female,Brazil,5.209621308640784,Instagram,1,Education,27.64504901697918,1,5.63941792352164,High,5.6401191181573935
23,Male,India,5.697390483031278,YouTube,4,Entertainment,22.53872863202826,0,6.628229026944243,High,46.80510952234879
26,Female,Brazil,5.009583108737669,Instagram,3,Education,16.271484801473903,1,5.592254702118515,High,61.87542122896063
24,Female,USA,2.7226416892716765,Twitter,3,Socializing,11.231419121921626,0,7.869803576761473,Medium,33.06201043745317
14,Other,India,3.4565335079871056,YouTube,1,Education,28.33106304659085,1,7.685289587424632,Medium,28.075791835742294
16,Male,USA,2.7842453482588305,Instagram,3,Entertainment,8.799948043204306,1,7.41359748703898,Medium,35.166097667177866
18,Female,India,1.4804650669267914,YouTube,5,Content Creation,20.649589269119623,1,9.613043008218767,Low,3.3995056825768444
19,Female,Brazil,2.252415778079279,TikTok,5,Entertainment,32.55580221802732,1,9.427353456426902,Low,35.03821891377888
25,Other,Germany,3.708602862193631,Instagram,5,Content Creation,15.45913971165203,1,7.676613993544977,Medium,14.416979096699318
18,Female,USA,4.026386209931631,Instagram,3,News,37.25038092980056,1,6.901124477476092,Medium,37.4968113013079
24,Female,USA,5.445054033052916,Twitter,3,Socializing,10.74689707266338,0,4.893776386891009,High,27.565459175737644
24,Female,USA,2.325825622539877,Snapchat,1,Education,29.052496342736955,1,7.057822845523504,Low,30.49660593981755
23,Male,USA,4.305466263929519,Instagram,4,News,32.85440391848978,0,5.095975716823165,Medium,62.81451282165514
16,Female,USA,2.377304048315368,YouTube,4,Entertainment,36.24636044782564,1,8.269189624196926,Low,26.83119436195533
22,Male,Germany,2.999715132817025,Instagram,1,Entertainment,37.03921325380597,0,7.108032043781997,Medium,68.29358861933572
24,Male,Germany,2.980421329805199,TikTok,5,Socializing,17.06094485812461,1,6.405077185983448,Medium,9.47691941370978
15,Female,India,3.2870632520665337,YouTube,4,Education,26.116883171235973,1,5.892682882228232,Medium,20.824706274508767
16,Other,Canada,0.6485538656254479,TikTok,2,Socializing,31.751458029978856,1,9.744588466037026,Low,81.3999635963471
16,Female,Australia,0.5,YouTube,1,Education,35.873512863173,0,10.0,Low,32.51025474770317
17,Female,Brazil,2.0738425666952995,Twitter,3,Entertainment,23.11563389725036,1,9.83132728773675,Low,55.92844421264903
19,Female,India,5.237770262974465,Instagram,4,Socializing,48.588334750430136,1,6.34593062059548,High,21.759818149583808
23,Male,UK,4.426230612817431,TikTok,2,Socializing,32.14728629903883,1,5.975800346624423,Medium,12.403427853821396
18,Male,USA,2.820579155722216,Instagram,2,Education,29.836569383917634,1,6.752235487942963,Medium,22.109828137901896
14,Female,UK,3.3182781267449424,TikTok,1,Entertainment,28.614671608399743,0,8.213220138651817,Medium,28.99125737377515
22,Male,Germany,0.9958516239895848,YouTube,1,News,19.657848362529208,0,9.670664809852669,Low,60.38157988713063
27,Female,Brazil,5.640764834484036,TikTok,3,Entertainment,15.202544838696875,1,6.072853966183365,High,23.13834377006388
13,Female,USA,5.811389482572638,YouTube,5,Socializing,22.19308927203553,0,5.539708433320939,High,65.29384508460507
19,Male,Brazil,4.782363051001118,Instagram,1,Socializing,26.088905497524017,1,6.130421893224414,Medium,28.581339329963583
14,Male,UK,2.888578236645682,Snapchat,5,Entertainment,24.822752698350463,1,8.669209701675864,Medium,29.500711615655742
25,Male,UK,2.0161212011172163,TikTok,3,Entertainment,8.04748968690367,1,8.170681788355141,Low,37.75599617097977
14,Male,India,3.700974767296788,YouTube,3,News,31.140099308190845,1,7.560327092506632,Medium,30.936331382279796
25,Male,USA,6.127796939992628,Instagram,4,Entertainment,33.013900684083985,0,5.892957666909505,High,43.5211479004946
24,Female,India,4.549074539352825,TikTok,4,Entertainment,20.11320488835752,0,6.115974139423828,Medium,59.00580435418845
17,Female,UK,4.638283917888552,Snapchat,4,Socializing,8.042275453140665,1,5.154308566178612,Medium,48.25132825379416
21,Male,India,2.8871063720527497,YouTube,2,Entertainment,28.227477001338087,1,7.321180603942262,Medium,45.02642895736396
23,Male,Germany,2.8572154668228857,TikTok,5,Entertainment,9.121533520765166,1,6.295391250165537,Medium,61.55929983309039
13,Female,USA,4.972475947863236,Snapchat,1,Entertainment,33.53976724106854,1,5.89703066194747,Medium,76.2376408497356
23,Female,UK,2.885335059845734,YouTube,2,Entertainment,33.41876874448968,0,7.620609039527145,Medium,26.99904485820946
20,Female,USA,4.11076677174381,YouTube,1,Entertainment,21.08295764030117,0,5.865565420228955,Medium,27.726423807156586
14,Male,India,2.680204120015664,TikTok,1,Entertainment,27.555886505116685,0,7.5509312454983295,Medium,37.164283130667016
